id,lemma,V1 frame,UMR,synset_id,URI lemma,roles,example,definition,notes,gramm_info,additional notes (not for processing),,
SlaT-3209-n10,circumeo,v#v-w924_MPf2_MP,circumeo-NEW-08,v#01842888,94112,ACT,singillatim circumeundo,move around; move from place to place,,,,,
SlaT-3209-n12,ementior,v#v-w1357_MPf1_MP,ementior-05,v#01634424,100961,"ACT, PAT","ementiundo, quae se ex Volturcio aut Allobrogibus audisse dicerent",,,,,,
SlaT-3209-n13,dico,v#v-w9_MPf47_MP,dico2-21,v#01016002,99302,"ACT, PAT",quae se ex Volturcio aut Allobrogibus audisse dicerent,,,,,,
SlaT-3209-n14,audio,v#v-w216_MPf9_MP,audio-10,v#02169702,90641,"ACT, PAT",quae se ex Volturcio aut Allobrogibus audisse dicerent,,,,different frame than other audio-10,,
SlaT-3209-n23,minitor,v#v-w1358_MPf1_MP,minitor-02,v#00871405,112396,"ACT, PAT",Caesari gladio minitarentur,,,,,,
SlaT-3209-n29,sum,v#v-w2_MPf244_MP,have-place-91,,,,,,,,,,
SlaT-3209-n31,causa,v#v-w258_MPf7_MP,,,,,,,NON-EVENT,,,,
SlaT-3209-n36,impello,v#v-w671_MPf6_MP,impello-08/impello-11,v#01650425/v#02506546,106498,"ACT, ADDR, PAT",animi mobilitate inpulsi,,merge,,different frame than other impello-08/impello-11,,
SlaT-3209-n42,sum,v#v-w2_MPf104_MP,have-mod-91,,,,,,,,,,
SlaT-3209-n43,studium,v#v-w59_MPf10_MP,,,,,,,NON-EVENT,,,,
SlaT-3209-n49,egredior,v#v-w728_MPf3_MP,egredior-01,v#00528990,100715,"ACT, DIR1",egredienti ex senatu Caesari,,,,,,
Par. 50,,,,,,,,,,,,,
SlaT-3210-n3,ago,v#v-w250_MPf20_MP,08-17,v#02367363,88140,"ACT, PAT",haec in senatu aguntur,,,,,,
SlaT-3210-n6,decerno,v#v-w635_MPf12_MP,decerno-02,v#00697589,98047,"ACT, PAT",praemia decernuntur,,,,,,
SlaT-3210-n13,comprobo,v#v-w1359_MPf1_MP,comprobo-05,v#01015244,95395,"ACT, PAT",conprobato eorum indicio,,,,,,
SlaT-3210-n14,indicium,v#v-w315_MPf4_MP,,,,,,,NON-EVENT,,,,
SlaT-3210-n22,sollicito,v#v-w1031_MPf5_MP,sollicito-03/sollicito-06,v#00770437/v#01230710,125088,"ACT, PAT",opifices atque servitia in vicis ad eum eripiundum sollicitabant,,merge,,,,
SlaT-3210-n24,diversus,v#v-w323_MPf1_MP,,,,,,,NON-EVENT,,,,
SlaT-3210-n29,eripio,v#v-w588_MPf12_MP,eripio-10,v#02551144,101432,"ACT, ORIG, PAT",ad eum eripiundum sollicitabant,,,,different frame than other eripio-10,,
SlaT-3210-n31,exquiro,v#v-w1190_MPf2_MP,exquiro-10,v#02153709,102264,"ACT, PAT",exquirebant duces multitudinum,,,,,,
3210a4,soleo,v#v-w573_MPf6_MP,soleo-02,v#02370131,125051,"ACT, PAT",rem publicam vexare soliti erant,,,,,,
SlaT-3210-n35,vexo,v#v-w851_MPf5_MP,uexo-08,v#01418536,130087,"ACT, PAT",rem publicam vexare soliti erant,,,,,,
SlaT-3211-n2,oro,v#v-w677_MPf5_MP,oro-02,v#00759657,115286,"ACT, ADDR, PAT",in audaciam orabat ut grege facto cum telis ad sese inrumperent,,,,,,
SlaT-3211-n4,nuntius,v#v-w1393_MPf2_MP,nuntio-07,v#00928630,114008,"ACT, ADDR, PAT",per nuntios,,if EVENT,,,,
SlaT-3211-n10,lego,v#v-w233_MPf2_MP,lego2-04,v#00674607,110177,"ACT, PAT","libertos suos, lectos et exercitatos",,,,,,
SlaT-3211-n11,exercito,v#v-w230_MPf3_MP,exercito-NEW-06,v#00603298,101992,"ACT, PAT","libertos suos, lectos et exercitatos",create by training and teaching,,,,,
SlaT-3211-n16,irrumpo,v#v-w1360_MPf1_MP,irrumpo-06,v#02019716,109077,"ACT, DIR3",cum telis ad sese inrumperent,,,,,,
SlaT-3211-n17,facio,v#v-w76_MPf18_MP,facio-NEW-45,v#01656788,102758,"ACT, PAT",grege facto,create by putting components or members together,,,,,
SlaT-3212-n1,refero,v#v-w566_MPf15_MP,refero-04,v#00670261,122494,"ACT, PAT","refert, quid de iis fieri placeat",,,,,,
SlaT-3212-n3,cognosco,v#v-w118_MPf37_MP,cognosco-10,v#02154508,94738,"ACT, PAT",ea parari cognovit,,,,,,
SlaT-3212-n4,paro,v#v-w572_MPf4_MP,paro-07,v#01638368,116061,"ACT, PAT",ea parari cognovit,,,,,,
SlaT-3212-n6,dispono,v#v-w15_MPf4_MP,dispono-04,v#01378556,99748,"ACT, PAT",dispositis praesidiis,,,,,,
SlaT-3212-n8,moneo,v#v-w661_MPf2_MP,moneo-08,v#00875141,112665,"ACT, ADDR, PAT",ut res atque tempus monebat,,,,,,
SlaT-3212-n12,convoco,v#v-w1096_MPf3_MP,conuoco-03/conuoco-04/conuoco-05,v#00793037/v#01380638/v#02598143,96487,"ACT, PAT",convocato senatu,,merge,,,,
SlaT-3212-n14,placeo,v#v-w585_MPf6_MP,placeo-04,v#01183573,118010,"ACT, PAT","refert, quid de iis fieri placeat",,,PAT in dative,,,
SlaT-3212-n15,fio,v#v-w565_MPf7_MP,fio-02,v#00339934,103328,ACT,"refert, quid de iis fieri placeat",,,,,,
SlaT-3212-n18,trado,v#v-w148_MPf12_MP,trado-NEW-12,v#02230772,128519,"ACT, ADDR, PAT",in custodiam traditi erant,place into the hands or custody of,,,,,
SlaT-3213-n2,iudico,v#v-w456_MPf7_MP,iudico-11,v#00906735,109171,"ACT, PAT",senatus iudicaverat contra rem publicam fecisse,,,,,,
SlaT-3213-n7,facio,v#v-w76_MPf43_MP,facio-23,v#01712704,102758,"ACT, PAT",senatus iudicaverat contra rem publicam fecisse,,,,,,
SlaT-3214-n1,decerno,v#v-w635_MPf13_MP,decerno-10,v#00965871,98047,"ACT, PAT",supplicium sumendum decreverat,,,,,,
SlaT-3214-n7,rogo,v#v-w625_MPf3_MP,rogo-07,v#00897746,122853,"ACT, ADDR, PAT",sententiam rogatus,,,,,,
SlaT-3214-n10,designo,v#v-w55_MPf8_MP,designo-08,v#02391803,98908,"ACT, EFF, PAT",consul designatus erat,,,,,,
SlaT-3214-n16,teneo,v#v-w172_MPf5_MP,teneo-13,v#01302019,127822,"ACT, PAT",in custodiis tenebantur,,,,,,
SlaT-3214-n33,deprehendo,v#v-w797_MPf3_MP,deprehendo-03,v#00725748,98781,"ACT, PAT",si deprehensi forent,,,,,,
SlaT-3214-n34,sumo,v#v-w14_MPf21_MP,sumo-21,v#02590072,126707,"ACT, PAT",supplicium sumendum decreverat,,,,,,
SlaT-3214-n35,supplicium,v#v-w1159_MPf3_MP,,,,,,,NON-EVENT,,,,
SlaT-3215-n2,dico,v#v-w9_MPf42_MP,dico2-08/dico2-18,v#00941990/v#01009240,99302,"ACT, PAT",pedibus in sententiam Ti. Neronis iturum se dixit,,merge,,,,
SlaT-3215-n5,permoveo,v#v-w1279_MPf1_MP,permoueo-04,v#01764171,117096,"ACT, PAT",permotus oratione C. Caesaris,,,,,,
SlaT-3215-n10,eo,v#v-w470_MPf6_MP,eo-09,v#01835496,101183,"ACT, DIR3",pedibus in sententiam Ti. Neronis iturum se dixit,,,,,,
SlaT-3215-n17,censeo,v#v-w6_MPf5_MP,censeo-15,v#01009821,93395,"ACT, PAT",de ea re referundum censuerat.,,,,,,
SlaT-3215-n18,addo,v#v-w443_MPf22_MP,addo-02,v#00182406,87401,"ACT, ADDR, PAT",praesidiis additis,,,,,,
SlaT-3215-n20,refero,v#v-w566_MPf16_MP,refero-04,v#00670261,122494,"ACT, PAT",de ea re referundum censuerat.,,,,,,
SlaT-3216-n2,loquor,v#v-w84_MPf12_MP,loquor-01,v#00941990,110805,"ACT, PAT",huiusce modi verba locutus est,,,,,,
SlaT-3216-n4,venio,v#v-w34_MPf16_MP,uenio-07,v#02005948,129790,"ACT, DIR1, DIR3",ad eum ventum est,,,,,,
SlaT-3216-n6,rogo,v#v-w625_MPf4_MP,rogo-07,v#00897746,122853,"ACT, ADDR, PAT",rogatus sententiam,,,,,,
Par. 51,,,,,,,,,,,,,
SlaT-3217-n4,sum,v#v-w2_MPf104_MP,have-mod-91,,,,,,,,,,
SlaT-3217-n7,consulto,v#v-w1154_MPf5_MP,consulto-02,v#00812580,96192,"ACT, REG",qui de rebus dubiis consultant,,,,,,
SlaT-3217-n3,conscribo,v#v-w859_MPf5_MP,conscribo-07,v#02471327,95999,"ACT, PAT",patres conscripti,,,,,,
SlaT-3217-n11,vacuus,v#v-w1201_MPf1_MP,,,,,,,,,,,
SlaT-3217-n13,odium,v#v-w1317_MPf2_MP,,,,,,,,,,,
SlaT-3218-n2,provideo,v#v-w170_MPf7_MP,prouideo-04,v#02129289,120187,"ACT, PAT",haud facile animus verum providet,,,,,,
SlaT-3218-n7,officio,v#v-w1272_MPf2_MP,officio-03,v#02451370,114806,"ACT, PAT","haud facile animus verum providet, ubi illa officiunt",,,,,,
SlaT-3218-n9,pareo,v#v-w714_MPf5_MP,pareo-07,v#02542795,116031,"ACT, PAT",neque quisquam omnium lubidini simul et usui parvit,,,PAT in dative,,,
SlaT-3218-n15,libido,v#v-w1112_MPf5_MP,,,,,,,NON-EVENT,,,,
SlaT-3218-n16,usus,v#v-w62_MPf8_MP,,,,,,,NON-EVENT,,,,
SlaT-3219-n1,valeo,v#v-w622_MPf5_MP,ualeo-07,v#02536557,129509,ACT,"ubi intenderis ingenium, valet",,,,,,
SlaT-3219-n2,intendo,v#v-w29_MPf6_MP,intendo-11,v#02054989,108382,"ACT, PAT","ubi intenderis ingenium, valet",,,,,,
SlaT-3220-n2,possideo,v#v-w812_MPf6_MP,possideo-06,v#02647311,118567,"ACT, PAT","si lubido possidet, ea dominatur",,,,,,
SlaT-3220-n3,libido,v#v-w1112_MPf5_MP,,,,,,,NON-EVENT,,,,
SlaT-3220-n4,dominor,v#v-w1113_MPf7_MP,dominor-05,v#02646931,100058,ACT,"si lubido possidet, ea dominatur",,,,,,
SlaT-3220-n6,valeo,v#v-w622_MPf4_MP,ualeo-07,v#02536557,129509,ACT,animus nihil valet,,,,,,
SlaT-3221-n1,sum,v#v-w2_MPf115_MP,belong-91,,,,,,,,,,
SlaT-3221-n17,conscribo,v#v-w859_MPf5_MP,conscribo-07,v#02471327,95999,"ACT, PAT",patres conscripti,,,,,,
SlaT-3221-n5,memoro,v#v-w694_MPf7_MP,memoro-05,v#01024190,112007,"ACT, PAT",magna mihi copia est memorandi,,,,,,
SlaT-3221-n6,consulo,v#v-w630_MPf9_MP,consulo-02,v#00697589,96186,"ACT, REG",quae reges atque populi ira aut misericordia inpulsi male consulverint,,,,,,
SlaT-3221-n11,impello,v#v-w671_MPf7_MP,impello-08/impello-11,v#01650425/v#02506546,106498,"ACT, ADDR, PAT",reges atque populi ira aut misericordia inpulsi,,merge,,different frame than other impello-08/impello-11,,
SlaT-3222-n2,dico,v#v-w9_MPf38_MP,dico2-18,v#01009240,99302,"ACT, PAT","ea malo dicere, quae maiores nostri contra lubidinem animi sui recte atque ordine fecere",,,,,,
SlaT-3222-n4,facio,v#v-w76_MPf23_MP,facio-23,v#01712704,102758,"ACT, PAT","ea malo dicere, quae maiores nostri contra lubidinem animi sui recte atque ordine fecere",,,,,,
SlaT-3222-n8,libido,v#v-w1112_MPf8_MP,,,,,,,,,,,
SlaT-3223-n1,sum,v#v-w2_MPf151_MP,have-mod-91,,,,,,,,,,
SlaT-3223-n4,gero,v#v-w570_MPf5_MP,gero-15,v#02445509,104536,"ACT, PAT",(bellum) cum rege Perse gessimus,,,,,,
SlaT-3223-n13,cresco,v#v-w648_MPf4_MP,cresco-08,v#00555084,96925,ACT,"Rhodiorum civitas [...], quae populi Romani opibus creverat",,,,,,
SlaT-3223-n20,adverto,v#v-w247_MPf4_MP,,,http://lila-erc.eu/data/id/hypolemma/1008,,ibique mihi multa advorsa fuere,,NAs,,aduerto,,
SlaT-3224-n2,dimitto,v#v-w649_MPf9_MP,dimitto-13,v#02421374,99509,"ACT, PAT",inpunitos eos dimisere,,,,,,
SlaT-3224-n3,consulo,v#v-w630_MPf10_MP,consulo-02,v#00697589,96186,"ACT, REG",de Rhodiis consultum est,,,,,,
SlaT-3224-n4,conficio,v#v-w20_MPf3_MP,conficio-02,v#00484166,95742,"ACT, PAT",bello confecto,,,,,,
SlaT-3224-n9,dico,v#v-w9_MPf42_MP,dico2-21,v#01016002,99302,"ACT, PAT",ne quis divitiarum magis quam iniuriae causa bellum inceptum diceret,,,,,,
SlaT-3224-n11,incipio,v#v-w121_MPf24_MP,incipio-06,v#01864230,106965,"ACT, PAT",ne quis divitiarum magis quam iniuriae causa bellum inceptum diceret,,,,,,
3224a6,incipio,v#v-w121_MPf24_MP,incipio-06,v#01864230,106965,"ACT, PAT",ne quis divitiarum magis quam iniuriae causa bellum inceptum diceret,,,,,,
3224a9,causa,v#v-w258_MPf7_MP,,,,,,,NON-EVENT,,,,
SlaT-3224-n14,causa,v#v-w258_MPf7_MP,,,,,,,NON-EVENT,,,,
SlaT-3225-n1,facio,v#v-w76_MPf13_MP,facio-23,v#01712704,102758,"ACT, PAT",nefaria facinora fecissent,,,,,,
SlaT-3225-n6,facio,v#v-w76_MPf21_MP,facio-23,v#01712704,102758,"ACT, PAT",ipsi per occasionem talia fecere,,,,,,
SlaT-3226-n1,quaero,v#v-w482_MPf13_MP,quaero-01,v#00705227,121047,"ACT, PAT","quid in illos iure fieri posset, quaerebant",,,,,,
SlaT-3226-n3,fio,v#v-w565_MPf7_MP,fio-02,v#00339934,103328,ACT,quid in illos iure fieri posset,,,,,,
SlaT-3226-n7,sum,v#v-w2_MPf99_MP,have-mod-91,,,,,,,,,,
SlaT-3226-n9,dignus,v#v-w1361_MPf1_MP,,,,,,,NON-EVENT,,,,
SlaT-3227-n21,provideo,v#v-w170_MPf8_MP,prouideo-01,v#00406963,120187,"ACT, PAT",hoc item vobis providendum est,,,,,,
SlaT-3227-n24,conscribo,v#v-w859_MPf5_MP,conscribo-07,v#02471327,95999,"ACT, PAT",patres conscripti,,,,,,
SlaT-3227-n4,valeo,v#v-w622_MPf4_MP,ualeo-07,v#02536557,129509,ACT,ne plus apud vos valeat P. Lentuli et ceterorum scelus,,,,,,
3227a3,valeo,v#v-w622_MPf5_MP,ualeo-07,v#02536557,129509,ACT,ne plus apud vos valeat P. Lentuli et ceterorum scelus,,,,,,
SlaT-3227-n15,consulo,v#v-w630_MPf5_MP,consulo-01,v#00616670,96186,"ACT, ADDR",neu magis irae vostrae quam famae consulatis,,,,,,
3227a5,consulo,v#v-w630_MPf5_MP,consulo-01,v#00616670,96186,"ACT, ADDR",neu magis irae vostrae quam famae consulatis,,,,,,
SlaT-3228-n1,approbo,v#v-w1362_MPf1_MP,approbo-06,v#00882395,89635,"ACT, PAT",novom consilium adprobo,,,,,,
SlaT-3228-n3,reperio,v#v-w142_MPf10_MP,reperio-05,v#01632411,122659,"ACT, PAT",digna poena pro factis eorum reperitur,,,,,,
SlaT-3228-n5,dignus,v#v-w1361_MPf4_MP,,,,,,,NON-EVENT,,,,
SlaT-3228-n6,facio,v#v-w76_MPf45_MP,facio-23,v#01712704,102758,"ACT, PAT",digna poena pro factis eorum reperitur,,,,,,
SlaT-3228-n8,consilium,v#v-w316_MPf1_MP,,,,,,,NON-EVENT,,,,
SlaT-3229-n1,censeo,v#v-w6_MPf5_MP,censeo-15,v#01009821,93395,"ACT, PAT","his utendum censeo, quae legibus conparata sunt",,,,,,
SlaT-3229-n2,exsupero,v#v-w1363_MPf1_MP,exsupero-03,v#01105639,102387,"ACT, PAT",magnitudo sceleris omnium ingenia exsuperat,,,,,,
SlaT-3229-n7,utor,v#v-w28_MPf9_MP,utor-03,v#01158872,130923,"ACT, PAT","his utendum censeo, quae legibus conparata sunt",,,PAT in ablative,,,
SlaT-3229-n9,sum,v#v-w2_MPf111_MP,,,,,,,,,"single predicate, AUX of comparata",,
SlaT-3229-n11,comparo,v#v-w558_MPf16_MP,comparo2-14,v#02427103,97455,"ACT, PAT","his utendum censeo, quae legibus conparata sunt",,,,,,
SlaT-3230-n1,miseror,v#v-w1285_MPf2_MP,miseror-02,v#01822248,112465,"ACT, PAT",casum rei publicae miserati sunt,,,,,,
SlaT-3230-n5,dico,v#v-w9_MPf45_MP,dico2-08/dico2-18,v#00941990/v#01009240,99302,"ACT, PAT",sententias dixerunt,,merge,,,,
SlaT-3231-n1,enumero,v#v-w1364_MPf1_MP,enumero-03,v#00946105,101174,"ACT, PAT","quae victis acciderent, enumeravere",,,,,,
SlaT-3231-n3,sum,v#v-w2_MPf100_MP,have-mod-91,,,,,,,,,,
SlaT-3231-n7,accido^cado,v#v-w120_MPf9_MP,accido-01,v#00339934,87112,"ACT, ADDR",quae victis acciderent,,,,,,
SlaT-3231-n9,vinco,v#v-w143_MPf3_MP,uinco-05,v#01108148,130232,"ACT, PAT",quae victis acciderent,,,,,,
3232a1,enumero,v#v-w1364_MPf3_MP,enumero-03,v#00946105,101174,"ACT, PAT","quae victis acciderent, enumeravere",,,,,,
SlaT-3232-n1,rapio,v#v-w590_MPf4_MP,rapio-03,v#01213614,122350,"ACT, PAT",rapi virgines pueros,,,,,,
3233a1,enumero,v#v-w1364_MPf3_MP,enumero-03,v#00946105,101174,"ACT, PAT","quae victis acciderent, enumeravere",,,,,,
SlaT-3233-n1,divello,v#v-w1365_MPf1_MP,diuello-01,v#00178898,99912,"ACT, PAT",divelli liberos a parentum complexu,,,,,,
3234a1,enumero,v#v-w1364_MPf3_MP,enumero-03,v#00946105,101174,"ACT, PAT","quae victis acciderent, enumeravere",,,,,,
SlaT-3234-n1,patior,v#v-w450_MPf8_MP,patior-02/patior-11,v#00121046/v#02109190,116222,"ACT, PAT",matres familiarum pati quae victoribus conlubuissent,,,,,,
SlaT-3234-n4,collibet,v#v-w1366_MPf1_MP,collibet-NEW-01,v#01815628,94843,PAT,matres familiarum pati quae victoribus conlubuissent,give pleasure to or be pleasing to,,,"available in WN but not in Vallex V2. Therefore, I associate the available defs with frames decided by me.",,
SlaT-3234-n6,victor,v#v-w1172_MPf1_MP,uinco-05,v#01108148,130232,"ACT, PAT",,,,,,,
3235a1,enumero,v#v-w1364_MPf3_MP,enumero-03,v#00946105,101174,"ACT, PAT","quae victis acciderent, enumeravere",,,,,,
SlaT-3235-n1,spolio,v#v-w1181_MPf2_MP,spolio-06,v#02344568,125446,"ACT, PAT",fana atque domos spoliari,,,,,,
3236a1,enumero,v#v-w1364_MPf3_MP,enumero-03,v#00946105,101174,"ACT, PAT","quae victis acciderent, enumeravere",,,,,,
SlaT-3236-n1,fio,v#v-w565_MPf14_MP,fio-02,v#00339934,103328,ACT,caedem incendia fieri,,,,,,
3237a1,enumero,v#v-w1364_MPf3_MP,enumero-03,v#00946105,101174,"ACT, PAT","quae victis acciderent, enumeravere",,,,,,
SlaT-3237-n1,compleo,v#v-w398_MPf5_MP,compleo-03,v#00452512,95341,"ACT, PAT",cruore atque luctu omnia conpleri,,,,,,
SlaT-3238-n2,pertineo,v#v-w17_MPf20_MP,pertineo-03,v#01150559,117404,"ACT, PAT",quo illa oratio pertinuit,,,,,,
3239a1,pertineo,v#v-w17_MPf19_MP,pertineo-03,v#01150559,117404,"ACT, PAT",quo illa oratio pertinuit,,,,,,
SlaT-3239-n2,facio,v#v-w76_MPf27_MP,facio-05,v#00120675,102758,"ACT, EFF, PAT",uti vos infestos coniurationi faceret,,,,,,
SlaT-3239-n4,infestus,v#v-w1367_MPf1_MP,,,,,,,NON-EVENT,,,,
SlaT-3239-n5,conjuratio,v#v-w1094_MPf4_MP,coniuratio-05,n#05908882,95954,ACT,infestos coniurationi,,,,,,
SlaT-3240-n1,accendo,v#v-w754_MPf4_MP,accendo-06,v#01761120,87089,"ACT, PAT",eum oratio accendet,,,,,,
SlaT-3240-n4,permoveo,v#v-w1279_MPf3_MP,permoueo-06,v#01770501,117096,"ACT, PAT",quem res tanta et tam atrox non permovit,,,,,,
SlaT-3241-n3,sum,v#v-w2_MPf47_MP,have-mod-91,,,,,,,,,,
SlaT-3241-n6,video,v#v-w16_MPf36_MP,uideo-10,v#02133435,130163,"ACT, EFF, PAT",cuiquam mortalium iniuriae suae parvae videntur,,,passive,,,
SlaT-3241-n13,habeo,v#v-w73_MPf17_MP,habeo-07,v#00689950,105044,"ACT, EFF, PAT",multi eas gravius aequo habuere,,,,does not match with same frame elsewhere,,
SlaT-3242-n2,sum,v#v-w2_MPf115_MP,have-mod-91,,,,,,,,,,
SlaT-3242-n4,licentia,v#v-w1187_MPf2_MP,,,,,,,NON-EVENT,,,,
SlaT-3242-n7,conscribo,v#v-w859_MPf5_MP,conscribo-07,v#02471327,95999,"ACT, PAT",patres conscripti,,,,,,
SlaT-3243-n2,delinquo,v#v-w1368_MPf1_MP,delinquo-05,v#02566528,98480,"ACT, PAT",quid iracundia deliquere,,,,,,
SlaT-3243-n5,scio,v#v-w90_MPf16_MP,scio-02,v#00591519,123732,"ACT, PAT","quid iracundia deliquere, pauci sciunt",,,,,,
SlaT-3243-n6,habeo,v#v-w73_MPf15_MP,habeo-NEW-26,v#02708420,105044,"ACT, PAT",qui demissi in obscuro vitam habent,pass time in a specific way,,,,,
SlaT-3243-n8,demitto,v#v-w781_MPf2_MP,demitto-15,v#01973125,98552,"ACT, DIR3, PAT",qui demissi in obscuro vitam habent,,,,,,
SlaT-3243-n12,sum,v#v-w2_MPf104_MP,have-mod-91,,,,,,,,,,
SlaT-3243-n17,par,v#v-w1067_MPf2_MP,,,,,,,NON-EVENT,,,,
SlaT-3244-n1,nosco,v#v-w87_MPf23_MP,nosco-03,v#00594621,113840,"ACT, PAT",eorum facta cuncti mortales novere,,,,,,
SlaT-3244-n2,facio,v#v-w76_MPf45_MP,facio-23,v#01712704,102758,"ACT, PAT",eorum facta cuncti mortales novere,,,,,,
SlaT-3244-n4,ago,v#v-w250_MPf16_MP,ago-26,v#02708420,88140,"ACT, PAT",qui magno imperio praediti in excelso aetatem agunt,,,,,,
SlaT-3244-n6,praeditus,v#v-w1369_MPf1_MP,have-mod-91,,,,,,NON-EVENT,,,,
SlaT-3245-n1,sum,v#v-w2_MPf102_MP,have-place-91,,,,,,,,,,
SlaT-3245-n5,licentia,v#v-w1187_MPf2_MP,,,,,,,NON-EVENT,,,,
SlaT-3246-n5,studeo,v#v-w1034_MPf4_MP,studeo-03,v#00692143,125886,"ACT, PAT",neque studere neque odisse,,,,,,
SlaT-3246-n7,odi,v#v-w736_MPf3_MP,odi-01,v#01774136,114724,"ACT, PAT",neque studere neque odisse,,,,,,
SlaT-3246-n9,irascor,v#v-w650_MPf2_MP,irascor-02,v#01787106,108954,ACT,minume irasci decet,,,,,,
SlaT-3247-n1,appello,v#v-w607_MPf4_MP,appello-13,v#01026095,89580,"ACT, EFF, PAT",ea in imperio superbia atque crudelitas appellatur,,,,,,
SlaT-3247-n3,dico,v#v-w9_MPf34_MP,dico2-15,v#00971015,99302,"ACT, PAT",quae apud alios iracundia dicitur,,,,,,
SlaT-3248-n1,existimo,v#v-w591_MPf9_MP,existimo-03,v#00689344,102057,"ACT, EFF, PAT",ego sic existumo [...] omnis cruciatus minores quam facinora illorum esse,,,,,,
SlaT-3248-n6,conscribo,v#v-w859_MPf5_MP,conscribo-07,v#02471327,95999,"ACT, PAT",patres conscripti,,,,,,
3249a1,existimo,v#v-w591_MPf3_MP,existimo-03,v#00689344,102057,"ACT, EFF, PAT",ego sic existumo [...] omnis cruciatus minores quam facinora illorum esse,,,,,,
SlaT-3249-n1,sum,v#v-w2_MPf104_MP,have-mod-91,,,,,,,,,,
3249a3,sum,v#v-w2_MPf104_MP,have-mod-91,,,,,,,,,,
SlaT-3250-n6,memini,v#v-w1340_MPf2_MP,memini-02,v#00609506,111991,"ACT, PAT",plerique mortales postrema meminere,,,,,,
SlaT-3250-n8,dissero,v#v-w42_MPf6_MP,dissero2-01,v#00813978,99785,ACT,de poena disserunt,,,,,,
SlaT-3250-n11,obliviscor,v#v-w730_MPf2_MP,obliuiscor-02,v#00610167,114290,"ACT, PAT",sceleris eorum obliti,,,,,,
SlaT-3250-n15,sum,v#v-w2_MPf99_MP,have-mod-91,,,,,,,,,,
SlaT-3251-n1,scio,v#v-w90_MPf13_MP,scio-04,v#00594621,123732,"ACT, PAT",scio quae dixerit studio rei publicae dixisse,,,,,,
SlaT-3251-n4,dico,v#v-w9_MPf43_MP,dico2-08/dico2-18,v#00941990/v#01009240,99302,"ACT, PAT",quae dixerit studio rei publicae dixisse,,merge,,,,
SlaT-3251-n13,dico,v#v-w9_MPf38_MP,dico2-08/dico2-18,v#00941990/v#01009240,99302,"ACT, PAT",quae dixerit studio rei publicae dixisse,,merge,,,,
SlaT-3251-n15,studium,v#v-w59_MPf11_MP,studeo-03,v#00692143,125886,"ACT, PAT",quae dixerit studio rei publicae dixisse,,,,,,
SlaT-3251-n18,exerceo,v#v-w251_MPf9_MP,exerceo-NEW-30,v#02108026,101981,"ACT, PAT",neque illum in tanta re gratiam aut inimicitiam exercere,go through (mental or physical states or experiences),,,,,
SlaT-3252-n1,cognosco,v#v-w118_MPf24_MP,cognosco-02,v#00594337,94738,"ACT, PAT",eos mores eamque modestiam viri cognovi,,,,,,
3253a1,video,v#v-w16_MPf36_MP,uideo-10,v#02133435,130163,"ACT, EFF, PAT",(sententia) aliena a re publica nostra videtur,,,passive,,,
SlaT-3253-n7,fio,v#v-w565_MPf8_MP,fio-02,v#00339934,103328,ACT,quid enim in talis homines crudele fieri potest?,,,,different frame than other fio-02,,
SlaT-3254-n2,video,v#v-w16_MPf51_MP,uideo-10,v#02133435,130163,"ACT, EFF, PAT",(sententia) aliena a re publica nostra videtur,,,passive,,,
SlaT-3254-n3,alienus,v#v-w1336_MPf2_MP,,,,,,,,,,,
SlaT-3255-n1,subigo,v#v-w856_MPf5_MP,subigo-NEW-13,v#01650425,126124,"ACT,INTT,PAT",aut metus aut iniuria te subegit [...] genus poenae novom decernere,urge or force (a person) to an action; constrain or motivate,,,,,
SlaT-3255-n8,decerno,v#v-w635_MPf14_MP,decerno-05,v#00715868,98047,"ACT, PAT",genus poenae novom decernere,,,,,,
SlaT-3255-n11,designo,v#v-w55_MPf7_MP,designo-08,v#02391803,98908,"ACT, EFF, PAT",consulem designatum,,,,,,
SlaT-3256-n1,sum,v#v-w2_MPf107_MP,have-mod-91,,,,,,,,,,
SlaT-3256-n3,dissero,v#v-w42_MPf7_MP,dissero2-02,v#01034312,99785,"ACT, PAT",de timore supervacaneum est disserere,,,,,,
SlaT-3256-n4,timor,v#v-w1104_MPf4_MP,,,,,,,NON-EVENT,,,,
SlaT-3256-n5,sum,v#v-w2_MPf115_MP,have-place-91,,,,,,,,non-literal (to be in arms),,
SlaT-3257-n1,dico,v#v-w9_MPf87_MP,dico2-08/dico2-18,v#00941990/v#01009240,99302,"ACT, PAT",de poena possum equidem dicere,,merge,,,,
SlaT-3257-n6,habeo,v#v-w73_MPf17_MP,have-91,,,,,,,,,,
SlaT-3257-n9,sum,v#v-w2_MPf98_MP,have-identity-91,,,,,,,,,,
3258a1,dico,v#v-w9_MPf47_MP,dico2-08/dico2-18,v#00941990/v#01009240,99302,"ACT, PAT",de poena possum equidem dicere,,merge,,,,
SlaT-3258-n1,dissolvo,v#v-w1370_MPf1_MP,dissoluo-01,v#00199067,99822,"ACT, PAT",eam cuncta mortalium mala dissolvere,,,,,,
3259a1,dico,v#v-w9_MPf47_MP,dico2-08/dico2-18,v#00941990/v#01009240,99302,"ACT, PAT",de poena possum equidem dicere,,merge,,,,
SlaT-3259-n1,sum,v#v-w2_MPf171_MP,exist-91,,,,,,,,,,
